text,distortion_label,language
Why do we always look back at past mistakes rather than focusing forward on what can be improved?,Mental Filter,en
I keep analyzing past situations where I might have done or said something that led to someone getting upset.,Personalization,en
His criticism stung because it felt like a personal attack on my character.,Should Statements,en
The look on my boss's face after my presentation made me think I'd just let everyone down – like I always do.,Overgeneralization,en
"Today, as I was meditating, the first thought that came up was 'I should be doing something more productive'.",Mental Filter,en
I feel so frustrated when people don't understand what I'm going through. Like they're judging me without even trying to put themselves in my shoes.,Black & White Thinking,en
"I feel like my body is trying to tell me something, but I'm not sure how to listen. Maybe it's time to quiet the mind and tune into my intuition.",Emotional Reasoning,en
"Today's hike was amazing, but what if I had taken that shortcut earlier?",Mental Filter,en
"Every time we go out, something bad happens. Like last week's accident on the road.",Overgeneralization,en
"""Why did it have to rain today? Now the entire day is ruined!""",Black & White Thinking,en
"Maybe if I was more outgoing, people wouldn't avoid me as much. But that's who I am – introverted.",Personalization,en
I've been having this nagging feeling that someone is watching me from the shadows. Am I just being paranoid?,Jumping to Conclusions,en
"After reviewing my notes on that meeting, I see both sides of the discussion – where we found common ground and where we diverged.",No Distortion,en
"If only I had more self-confidence, things would fall into place. But I don't have that, so I guess I'll never achieve anything.",Emotional Reasoning,en
"Why do some conversations leave me feeling like a failure, even when they were just small talk?",Emotional Reasoning,en
Why do I keep getting colds? Maybe my immune system just doesn't exist anymore.,Overgeneralization,en
The argument with my friend has me thinking about how far our relationship has come – all the disagreements included.,No Distortion,en
"""The smell of freshly baked cookies from my neighbor's house yesterday only made me feel like a worse cook for not making any myself today.""",Mental Filter,en
"I've been having these recurring dreams where I'm stuck in a meeting and can't get out. It's not just a dream, it's a warning sign.",Jumping to Conclusions,en
"Maybe it's just because I'm tired, but every little thing seems like an opportunity for something to go wrong.",Jumping to Conclusions,en
"I've been having these recurring dreams where I'm stuck in a dark room with no exit. Maybe it's just my brain processing stress, but what if it's something more?",Emotional Reasoning,en
"Every time I think about asking him out, I feel this weird knot in my stomach.",Jumping to Conclusions,en
It's exhausting trying to live up to everyone else's expectations all the time.,Should Statements,en
She said she didn't like my design. That's code for 'you're not good at art'.,Black & White Thinking,en
"Not a single thing has gone as planned today - first the traffic jam, then the spilled coffee, and to top it off, I just saw that parking ticket on my car window.",Mental Filter,en
Why do I always get anxious when I see him? Maybe it's because I did something to trigger his anger.,Personalization,en
"I've been trying to start this new exercise routine for weeks now, but I just can't seem to stick with it. I'm so weak.",Black & White Thinking,en
"I find myself constantly assessing whether I've done enough or if there's still more to give, but what happens when you're already giving it your all?",Mental Filter,en
Why do I always get stuck with the worst projects at work?,Black & White Thinking,en
"I know it sounds silly, but what if this small injury turns into something serious? What if I need surgery or a long recovery?",Magnification and Catastrophizing,en
"If only life were as simple as my friends make it sound. But it's not, and that's just reality.",Black & White Thinking,en
"""My partner's lack of interest in trying new restaurants is starting to feel like a personal rejection.""",Mental Filter,en
Why did I let one minor setback in a project derail the entire team's morale?,Mental Filter,en
"I keep replaying the conversation in my head, wondering if I said something wrong.",Jumping to Conclusions,en
"I've been having the same dream for weeks now. Waking up feeling anxious, convinced that today will be the day everything falls apart.",Overgeneralization,en
Sometimes I feel like I'm living in a world where everything is either perfect or ruined - no middle ground for anything.,Mental Filter,en
"When I'm walking down the street and someone stares at me, I feel like they can see right through me. It's like they know all my deepest secrets.",Emotional Reasoning,en
What if I get stuck again like I did in that meeting yesterday?,Overgeneralization,en
I keep replaying conversations in my head and wondering if I said something that offended or hurt others' feelings without realizing it.,Personalization,en
What if I'm just not good enough for this relationship?,Overgeneralization,en
This minor disagreement with a colleague is turning into an internal monologue of how I should have handled it differently.,Mental Filter,en
Why did he leave his phone on the table? Wasn't that a sign of carelessness or something? It makes me wonder if he's not taking our conversations seriously.,Jumping to Conclusions,en
The memories I've been trying to suppress have been resurfacing. That means they're still relevant and I need to deal with them.,Emotional Reasoning,en
Recalled a dream last night where I was trapped in a room with no exit. Maybe that's just my subconscious reflecting reality.,Emotional Reasoning,en
Why do I always put so much pressure on myself to meet deadlines?,Should Statements,en
What if I get sick and can't make it to work tomorrow? The whole team will be impacted.,Magnification and Catastrophizing,en
"""It's funny how often we focus on the negative outcomes. What if we spent more time thinking about the good stuff too?",No Distortion,en
Why do I constantly feel like I'm living in someone else's shadow?,Overgeneralization,en
"His tone implied that I was incompetent, even though he never said it directly.",Should Statements,en
"If my friend cancels our plans again, I'll never be able to trust anyone ever. It's like they're playing a cruel joke on me.",Magnification and Catastrophizing,en
Why did my sister have to bring up that thing I said years ago? It's like she's trying to hurt me. I'm so done with this conversation.,Black & White Thinking,en
"My mom is always nagging me about something. If I make one tiny mistake, she'll never let up until I'm a total failure.",Magnification and Catastrophizing,en
"If he cancelled our plans at the last minute, he must think I'm boring.",Jumping to Conclusions,en
"I've been late to work three days this week, it's a slippery slope.",Magnification and Catastrophizing,en
"""The entire conversation with my sister was derailed by her one insensitive comment about my job search.""",Mental Filter,en
"When I see people avoiding eye contact with me, I assume they're gossiping about me or talking behind my back.",Jumping to Conclusions,en
I felt a knot in my stomach when I saw my manager's expression during the meeting today. I'm sure she's not pleased with my latest report.,Jumping to Conclusions,en
Can't believe how much stress this is causing me. Just need something good to happen once for a change.,Black & White Thinking,en
I feel like I'm letting everyone down if I don't get the project finished on time.,Should Statements,en
I hate the feeling of being a disappointment to myself when I don't meet my own expectations.,Should Statements,en
Why can't I stop replaying that conversation in my head? The way he spoke about our project was so condescending.,Mental Filter,en
I've been replaying the argument with my sister in my head. Was I really that insensitive? Did I truly hurt her feelings?,Personalization,en
"When my mom got sick, I thought it was because I'd forgotten to refill her medication reminder.",Personalization,en
"Today, I got a text from Sarah saying she's running late for our meeting. It sounded nonchalant, like nothing was wrong. But I couldn't shake the feeling that something is off.",Jumping to Conclusions,en
I'm so worried about running out of money during the winter months. What if I freeze my pipes and have to deal with water damage?,Magnification and Catastrophizing,en
The air in the room seemed tense before the boss announced the layoff. That usually means someone's going to get caught in the crossfire.,Jumping to Conclusions,en
"""If I don't get into that college, all my hopes and dreams will be crushed!""",Black & White Thinking,en
"His tone was a bit harsh, he must be disappointed with my work.",Jumping to Conclusions,en
Why does it feel like the whole world is against me? Is it just my imagination or something more?,Overgeneralization,en
I get irrationally anxious in new social situations; it's just too predictable that I'll say or do something embarrassing.,Overgeneralization,en
